source,paragraph_id,volume,level1_supernatural,level2_emperor,level2_era,level3_domain,level4_animal,level4_animals_all,text
续玄怪录,02-002,02-续玄怪录卷二,鬼怪妖魅;巫术厌胜,未系年,,官运仕途,鱼,鱼,【02-002】宝历元年，蒙州刺史李湘去郡归阙，自以海隅郡守，无台阁之亲，一旦造上国，若扁舟泛沧海者。闻端溪县女巫者，知未来之事，维舟召焉。巫到曰：“某能知未来之事，乃见鬼者也。呼之，皆可召。然鬼有二等：有福德之鬼，有贫贱之鬼。福德者精神俊爽，往往自与人言；贫贱者气劣神悴，假某以言事。尽在所遇，非某能知也。”湘曰：“安得福德之鬼而问之？”曰：“厅前楸树下有一人衣紫佩鱼，自称泽潞卢仆射，可拜而请之。”湘乃公服执简，向树而拜。女巫曰：“仆射已答拜。”湘遂揖上阶。空中曰：“从史死于此厅，为弓弦所迫，今尚恶之。使君床上弓，幸除之。”湘遽命去焉。
续玄怪录,02-003,02-续玄怪录卷二,神仙佛道;冥报报应;巫术厌胜,未系年,,医疗;官运仕途,鹤,鹤,【02-003】时驿厅副阶上只有一榻，湘偶忘其贵，将坐问之。女巫曰：“使君无礼，仆射官高，何不延坐，乃将吏视之？仆射大怒去也。急随拜谢，或肯却来。”湘匍匐下阶，问其所向，一步一拜，凡数十步。空中曰：“大错！公之官未敌吾军一裨将，奈何对我而自坐？”湘再三辞谢，方肯却回。女巫曰：“仆射却回矣。”于是拱揖而行，及阶，女巫曰：“仆射上矣。”别置榻，而设裀褥以延之。巫曰：“坐矣。”湘乃坐。空中曰：“使君何所问？”对曰：“湘远官归朝，忧疑日极。伏知仆射神通造化，识达未然，伏乞略赐一言，示其荣悴。”空中曰：“大有人接引，到城一月，当刺梧州。”湘又问，终更不言。湘因问曰：“仆射去人寰久矣，何不还生人中，而久处冥寞？”曰：“吁！是何言哉！人世劳苦，万愁缠心，尽如灯蛾，争扑名利；愁胜而发白，神败而形羸；方寸之间，波澜万丈，相妒相贼，猛于豪兽。故佛以世界为火宅，道以人身为大患。吾已免离，下视汤火，岂复低身而卧其间乎？且夫据其生死，明晦未殊，学仙成败，则无所异。吾已得炼形之术也。其术自无形而炼成三尺之形，则上天入地，乘云驾鹤，千变万化，无不可也。吾之形所未圆者，三寸耳，飞行自在，出幽入明，亦可也。万乘之君不及吾，况平民乎？”湘曰：“炼形之道，可得闻乎？”曰：“非使君所宜闻也。”复问梧州之后，终而不言，乃去。
续玄怪录,02-006,02-续玄怪录卷二,冥报报应,未系年,,官运仕途;报应惩恶,马,马,【02-006】俄而，里门开，众竞出。客独附俊马曰：“少故，愿请少间。”俊下路听之。曰：“某乃冥吏之送进士名者，君非其徒耶？”俊曰：“然。”曰：“送堂之榜在此，可自寻之。”因出视。俊无名，垂泣曰：“苦心笔砚，二十余年，偕计而历试者亦十年；心破魂断，以望斯举，今复无名，岂不终无成乎？”曰：“君之成名在十年之外，禄位甚盛。今欲求之，亦非难，但于本禄耗半，且多屯剥，才获一郡，如何？”俊曰：“所求者名，名得足矣。”客曰：“能行少赂于冥吏，即于此取其同姓者去其名而自书其名，可乎？”俊曰：“几赂可？”曰：“阴钱三万贯。某感恩而以诚告，其钱非某敢取，将遗牍吏。来日午时送可也。”复授俊自注。从上有故太子少师李公夷简名，俊欲措之。客遽曰：“不可，此人禄重，未易动也。”又其下有李温名，客曰：“可矣。”俊乃揩去温字，注俊字。客遽卷而行曰：“无违约。”
续玄怪录,02-010,02-续玄怪录卷二,巫术厌胜,德宗李适,贞元,医疗;官运仕途;报应惩恶,马,马,【02-010】张质者，猗氏人。贞元中明经，授亳州临涣尉。到任月余，日初暮，见数人执符来追，其仆亦持马俟于阶下，遂乘马随之，出县门。初黄昏，县吏犹列坐门下，略无起者。质怒曰：“州司暂追，官不遽废，人吏敢无礼如此！”人亦不顾。出数十里，到一柏林，使者曰：“到此宜下马。”遂去马步行，约百余步，入城郭，直北有大府门，门额题曰“地府”。入府，经西有门，题曰“推院”。吏士甚众，门人曰：“临涣尉张质。”遂入。见一美须髯衣绯人，据案而坐，责曰：“为官本合理人，因何曲推事，遣人枉死？”质被捽抢地，叫曰：“质本任解褐到官月余，未尝推事。”又曰：“案牍分明，诉人不远，府命追勘，仍敢诋欺。”取枷枷之。质又曰：“诉人既近，请与相见。”曰：“召冤人来。”有一老人眇目，自西房出，疾视质曰：“此人年少，非推某者。”乃敕录库检猗氏张质，贞元十七年四月二十一日上临涣尉。又检诉状被屈抑事。又牒阴道亳州，其年三月临涣见任尉年名，如已受替，替人年名，并受上月日。得牒，其年三月见任尉江陵张质，年五十一，贞元十一年四月十一日上任，十七年四月二十一日受替。检猗氏张质，年四十七。检状过，判官曰：“名姓偶同，遂不审勘。错行文牒，追扰平人，闻于上司，岂斯容易。本典决于下：改追正身，其张尉任归。”
续玄怪录,02-011,02-续玄怪录卷二,巫术厌胜,未系年,,医疗;官运仕途,马,马,【02-011】执符者复引而回，若行高山，坠于岩下，遂如梦觉。乃在柏林中，伏于马项上，雨裛衣，背痛，不能自起。且不知何处，隐隐闻樵歌之声，知其有人，遂大呼救命。樵人来视之，惊曰：“县失官人并马，此莫是乎？”竞来问，质不能对。扶正其身，策以送县。其柏林在县北三十里，官吏大喜，迎焉。
续玄怪录,02-012,02-续玄怪录卷二,鬼怪妖魅,未系年,,未明,马,马,【02-012】质之马为鬼所取，仆人不知。及乘马出门，门吏虽环坐，为鬼所隐，人亦不见。有顷，家童求质不得，问于邻厅，并云不在。入厩视马，亦不在，而仆夫不觉。访于门吏，吏不见出。其宰惑之，且疑质之初临也，严于吏，吏怨而杀之。是夜坐门者及门人当宿之吏，莫不禁锢。寻求不得者，已七日矣。质归，憩数日，方能言，然神识遂阙。
续玄怪录,02-020,02-续玄怪录卷二,巫术厌胜,未系年,,未明,马,马,【02-020】及夕，卢乘轩车来，展亲迎之礼。宾主礼具，解珮约花。卢若惊，奔而出，乘马而遁。众宾追之不及。掌人素有丈夫气，不胜其愤，且恃其女之容也，邀客皆坐，呼女出拜。其貌之丽，天然罕敌，指曰：“此女岂惊人乎？今若不出，人以为兽形也。”众莫不嗟愤。掌人曰：“此女已奉见，众宾中有能聘者，愿赴今夕！”时有郑驹，为卢之俟相，在坐，起曰：“愿事门馆！”于是奉书择相，登车成礼。巫言之貌宛然，乃知巫之有知也。
续玄怪录,03-001,03-续玄怪录卷三,鬼怪妖魅,代宗李豫,大历,官运仕途;禳灾祈福,羊,羊,【03-001】洛阳刘贯词，大历中求丐于苏州，逢蔡霞秀才者，精彩隽爽之极。一相见，意颇勤勤，以兄呼贯词。既而，携羊酒来宴。酒阑，曰：“兄今泛浮江湖间，何为乎？”曰：“求丐耳。”霞曰：“有所抵耶？泛行郡国耶？”曰：“蓬行耳。”霞曰：“然则几获而止？”曰：“十万。”霞曰：“蓬行而望十万，乃无翼而思飞者也；设令必得，亦废数月。霞居洛中，左右亦不贫，以他故避地，音问久绝，意有所托，祈兄为回，途中之费，蓬游之望，不掷日月而得，如何？”曰：“固所愿耳。”霞于是遗钱十万，授书一缄，白曰：“逆旅中遽蒙周念，既无形迹，辄露心诚。霞家长鳞虫，宅渭桥下。合眼叩桥柱，当有应者，必邀入宅。娘奉见时，必请与霞小妹相见。既为兄弟，情不合疏，书中亦令渠出拜。渠虽年幼，性颇聪惠，使渠助为掌人，百缗之赠，渠当必诺。”贯词遂归。
续玄怪录,03-005,03-续玄怪录卷三,冥报报应,未系年,,医疗;报应惩恶,龙,龙,【03-005】交受，客曰：“此乃罽宾国镇国碗也。在，其国大穰，人民忠孝。比碗失来，其国大荒，兵戈乱起。吾闻龙子所窃，已近四年，其君方以国中半年之赋召赎，君何以致之？”贯词具告其实。客曰：“罽宾守龙上诉，当追寻次，此霞所以避地也。阴冥吏严，不得陈首，藉君为邮送之耳。殷勤见妹者，非固亲也。虑老龙之嚵，或欲相啖，以其妹卫君耳。此碗既去，渠亦当来，亦销患之道也。五十日后，漕洛波腾，瀺灂竟日，是霞归之候也。”曰：“何以五十日然后归？”客曰：“吾携过岭，方敢来复。”贯词记之。及期往视，诚然矣。
续玄怪录,03-007,03-续玄怪录卷三,鬼怪妖魅,未系年,,官运仕途,狐,狐,【03-007】传词者叩门而呼，庾不应；推门，门复闭，遂走复命。一女曰：“吾辈同欢，人不敢望，既入其家门，不召亦合来谒。闭门塞户，羞见吾徒，呼既不应，何须更召。”于是一人执樽，一人纠司。酒既巡行，丝竹合奏，肴馔芳珍，音曲清亮，权贵之极，不可名言。庾自度此坊南街尽是墟墓，绝无人住。谓是坊中出来，则坊门已闭。若非妖狐，乃是鬼物。今吾尚未惑，可以逐之；少顷见迷，何能自悟。于是潜取支床石，徐开门突出，望席而击，正中台盘。众起纷纭，各执而去。庾逐之，夺得一盏，遽以衣裹之。及明解视，乃一白角盏。盏中之奇，不是过也。院中香气，数日不歇。其盏锁于柜中，亲朋来者，莫不传视。竟不能辨其所自。后十余日，转观之次，忽堕地，遂不复见。庾明年春，进士上第焉。
续玄怪录,03-016,03-续玄怪录卷三,鬼怪妖魅;神仙佛道;冥报报应,未系年,,医疗;官运仕途;命运寿夭;报应惩恶;禳灾祈福,马,马,【03-016】后月余，归同州别墅，下马方憩，丈人有姓裴者，家寄鄂渚，别已十年，忽自门入，径到阶下。方义遽拜之，丈人曰：“有客，且出门。”遂前示，方义从之。及门，失丈人矣。见一紫袍牙笏，导从绯紫吏数十人俟于门外，俯视其貌，乃郭登也。敛笏前拜曰：“弊职当迁，只销《金刚经》一卷，贵人仁念，特致三卷。今功德极多，超转数等，职位崇重，爵为贵豪，无非贵人之力。虽职已骤迁，其厨仍旧。顷者当任，实如鲍肆之人，今既别司，复求就食，方知前苦殆不可堪。贵人慈察，更为转《金刚经》七遍，即改厨矣。终身铭德，何时敢忘。”方义曰：“诺。”因问：“丈人安在？”曰：“贤丈江夏寝疾，今夕方困，神道可求人，非其亲人，不可自诣，适已先归耳。”又曰：“厕神每月六日、十六、二十六日，例当出巡。此日，人逢必致灾难，人见即死，见人即病。前者八座抱疾三旬，盖缘登巡毕将归，瞥见半面耳。亲戚之中，须宜相避。”又曰：“幽冥吏人，薄福者众，无所得食，率常受饿，必能推食泛祭一切鬼神，此心不忘，咸见斯众，暗中陈力，必救灾厄。”方义曰：“晦明路殊，偶得相遇，每一奉见，数日不平。意欲所言，幸于梦寐。转经之请，天晓为期。”唯唯而去。及明，因召所敬僧念《金刚经》四十九遍；又明，祝付与郭登。功毕，梦曰：“本请一七，数又六之，累计其功，食天厨矣。贵人有难，当先奉白，不尔，不敢来黩也。泛祭之请，记无忘焉。”
续玄怪录,04-006,04-续玄怪录卷四,鬼怪妖魅;冥报报应,宪宗李纯,元和,官运仕途;婚姻家庭,龙,龙,【04-006】杜陵韦固，少孤，思早娶妇，多歧求婚，必无成而罢。元和二年，将游清河，旅次宋城南店。客有以前清河司马潘昉女见议者。来日先明期于店西龙兴寺门。固以求之意切，旦往焉，斜月尚明。有老人倚布囊，坐于阶上，向月捡书。固步觇之，不识其字；既非虫篆八分科斗之势，又非梵书。因问曰：“老父所寻者何书？固少小苦学，世间之字，自谓无不识者。西国梵字，亦能读之，唯此书目所未觌，如何？”老人笑曰：“此非世间书，君因何得见？”固曰：“非世间书则何也？”曰：“幽冥之书。”固曰：“幽冥之人，何以到此？”曰：“君行自早，非某不当来也。凡幽吏皆掌生人之事，掌人可不行冥中乎？今道途之行，人鬼各半，自不辨尔。”固曰：“然则君又何掌？”曰：“天下之婚牍耳。”固喜曰：“固少孤，常愿早娶，以广胤嗣。尔来十年，多方求之，竟不遂意。今者，人有期此，与议潘司马女，可以成乎？”曰：“未也。命苟未合，虽降衣缨而求屠博，尚不可得，况郡佐乎？君之妇，适三岁矣。年十七，当入君门。”因问：“囊中何物？”曰：“赤绳子耳。以系夫妻之足。及其生，则潜用相系，虽仇敌之家，贵贱悬隔，天涯从宦，吴楚异乡，此绳一系，终不可逭。君之脚，已系于彼矣。他求何益？”曰：“固妻安在？其家何为？”曰：“此店北卖菜陈婆女耳。”固曰：“可见乎？”曰：“陈尝抱来，鬻菜于市。能随我行，当即示君。”
续玄怪录,04-011,04-续玄怪录卷四,神仙佛道,未系年,,巫蛊害人,虎,虎,【04-011】其吉晨，元方适到，会武昌戍边兵亦止其县，县隘，天雨甚，元方无所容，径往县东十二里佛舍。舍西北隅有若小兽号鸣者，出火视之，乃三虎子，目犹未开。以其小，未能害人，且不忍投于雨中，闭门坚拒而已。约三更初，虎来触其门，不得入，其西有窗，亦甚坚。虎怒搏之，棂折，陷头于中，为左右所辖，进退不得，元方取佛塔砖击之，虎吼怒拿攫，终莫能去。连击之，俄顷而毙。
续玄怪录,04-012,04-续玄怪录卷四,鬼怪妖魅;神仙佛道,未系年,,婚姻家庭,虎,虎;象,【04-012】既而闻门外若女人呻吟，气甚困劣。徐问曰：“门外呻吟者，人耶？鬼耶？”曰：“人也。”曰：“何以到此？”曰：“妾前卢令女也。今夕将适韦氏，亲迎，方登车，为虎所执，负荷而来投此。今即无损，而甚畏其复来，能相救乎？”元方奇之，执烛出视，真衣缨也，年十七八，礼服俨然，泥水皆澈。既扶入，复固其门，拾佛塔毁象以继其明。女曰：“此何处也？”曰：“县东佛舍耳。”元方言姓名，且话旧诺。女亦能记之，曰：“妾父曾许妻君，一旦以君之绝耗也，将嫁韦氏。天命难改，虎送归君。庄去此甚近，君能送归，请绝韦氏而奉巾栉。”
续玄怪录,04-014,04-续玄怪录卷四,神仙佛道,宪宗李纯,元和,婚姻家庭,驴,驴,【04-014】长安张高者，转货于市，资累巨万，有一驴，育之久矣。元和十二年秋八月，高死。死十三日，妻命其子张和乘往近郊，营饭僧之具。出里门，驴不复行，击之即卧。乘而鞭之，驴忽顾和曰：“汝何击我？”和曰：“吾家用钱二万以致汝，汝不行，安得不击也？”然甚惊。驴又曰：“钱二万！不说父骑我二十余年？吾今告汝：人道、兽道之倚伏，若车轮然，未始有定。吾前生负汝父力，故为驴酬之。无何，汝饲吾丰。昨夜，汝父就吾算，侵汝钱一缗半矣。汝父当骑我，我固不辞；吾不负汝，汝不当骑我。汝强骑我，我亦骑汝。汝我交骑，何劫能止？以吾之肌肤，不啻直二万钱也，只负汝一缗半，出门货之，人酬亦尔。然而无的取者，以他人不负吾钱也。麸行王胡子负吾二缗，吾不负其力，取其缗半还汝，半缗充口食，以终驴限耳。”
续玄怪录,04-015,04-续玄怪录卷四,谶谣征应,未系年,,未明,驴,驴,【04-015】和牵归以告其母。母泣曰：“郎骑汝年深，固甚劳苦。缗半钱何足惜，将舍债丰秣而长生乎？”驴摆头。又曰：“卖而取钱乎？”乃点头。遽令货之，人酬不过缗半，且无敢取者。牵入西市轶行，逢一人，长而胡者，乃与缗半易之。问其姓，曰：“王。”自是连雨数日乃晴，和往觇之，驴已死矣，王竟不得骑。又不负之验也。
续玄怪录,04-027,04-续玄怪录卷四,巫术厌胜,未系年,,官运仕途;婚姻家庭;报应惩恶,龙,龙,【04-027】公独念山野之外，夜到而闹者，何物也？惧不敢寝，端坐听之。夜将半，闻扣门声甚急，又闻一人应之，曰：“天符，报大郎子当行雨，周此山七百里，五更须足，无慢滞！无暴伤！”应者受符入呈。闻夫人曰：“儿子二人未归。行雨符到，固辞不可，违时见责。纵使报之，亦已晚矣。童仆无任专之理，当如之何？”一小青衣曰：“适观厅中客，非常人也，盍请乎？”夫人喜。因自扣厅门曰：“郎觉否？请暂出相见。”公曰：“诺。”遂下阶见之。夫人曰：“此非人宅，乃龙宫也。妾长男赴东海婚礼，小男送妹。适奉天符，次当行雨。
