source,paragraph_id,volume,level1_supernatural,level2_emperor,level2_era,level3_domain,level4_animal,level4_animals_all,text
玄怪录,02-001,02-玄怪录卷二,神仙佛道;冥报报应,德宗李适,贞元,婚姻家庭,猿,猿,【02-001】尼妙寂，姓叶氏，江州浔阳女也。初嫁任华，浔阳大贾也。父昇，与华往复长沙广陵间。唐贞元十一年春，之潭州不复。过期数月，妙寂忽梦父被发裸形，流血满身，泣曰：“吾与汝夫湖中遇盗，皆已死矣。以汝心似有志者，天许复仇；但幽冥之意，不欲显言，故吾隐语报汝，诚能思而复之，吾亦何恨。”妙寂曰：“隐语云何？”昇曰：“杀我者，車中猴，門東草。”俄而见其夫形状若父，泣曰：“杀我者，禾中走，一日夫。”妙寂抚膺而哭，遂为女弟所呼觉。泣告其母，阖门大骇。念其隐语，杳不可知。访于邻叟及乡闾之有知者，皆不能解。乃曰：“上元县，舟楫之所交者，四方士大夫多憩焉。而邑有瓦棺寺，寺上有阁，倚山瞰江，万里在目，亦江湖之极境；游人弭棹，莫不登眺。吾将缁服其间，伺可问者，必有省吾惑者。”于是褐衣之上元，舍力瓦棺寺，日持箕帚，洒扫阁下。闲则徙倚栏槛，以伺识者。见高冠博带吟啸而来者，必拜而问。居数年，无能辩者。
玄怪录,02-002,02-玄怪录卷二,鬼怪妖魅;神仙佛道,未系年,,官运仕途;报应惩恶;禳灾祈福,猿,猿,【02-002】十七年，岁在辛巳，有李公佐者，罢岭南从事而来，揽衣登阁，神彩俊逸，颇异常伦。妙寂前拜，泣，且以前事问之。公佐曰：“吾平生好为人解疑，况子之冤恳而神告如此，当为汝思之。”默行数步，喜招妙寂曰：“吾得之矣。杀汝父者申蘭，杀汝夫者申春耳。”妙寂悲喜呜咽，拜问其说。公佐曰：“夫猴，申生也。车去两头而言猴，故申字耳。草而门，门而东，非兰字耶？禾中走者，穿田过也。此亦申字也。一日又加夫，盖春字耳。鬼神欲惑人，故交错其言。”妙寂悲喜，若不自胜。久而掩涕拜谢曰：“贼名既彰，雪冤有路，苟获释憾，誓报深恩。妇人无他，唯洁诚奉佛，祈增福海耳。”乃再拜而去。
玄怪录,02-003,02-玄怪录卷二,神仙佛道,宪宗李纯,元和,医疗;官运仕途,猿,猿;象,【02-003】元和初，泗州普光王寺有梵氏戒坛，人之为僧者必由之。四方辐辏，僧尼繁会，观者如市焉。公佐自楚之秦，维舟而往观之。有一尼，眉目朗秀，若旧识者，每过必凝视公佐，若有意而未言者久之。公佐将去，其尼遽呼曰：“侍御贞元中不为南海从事乎？”公佐曰：“然。”“然则记小师乎？”公佐曰：“不记也。”妙寂曰：“昔瓦棺寺阁求解車中猴者也。”公佐悟曰：“竟获贼否？”对曰：“自悟梦言，乃男服，易名士寂，泛佣于江湖之间。数年，闻蕲黄之间有申村，因往焉。流转周星，乃闻其村西北隅有申蘭者，默往求佣，辄贱其价。蘭喜召之。俄又闻其从弟有名春者。于是勤恭执事，昼夜不离，凡其可为者，不顾轻重而为之，未尝待命，蘭家器之。昼与群佣共作，夜寝他席，无知其非丈夫者。逾年，益自勤干，蘭愈敬念，视士寂，即自视其子不若也。蘭或农或商，或畜货于武昌，关锁启闭悉委焉。因验其柜中，半是己物，亦见其父及夫常所服者，垂涕而记之。而蘭、春叔出季处，未尝偕在。虑其擒一而惊逸其一也，衔之数年。永贞年重阳，二盗饮既醉，士寂奔告于州，乘醉而获，一问而辞服，就法。得其所丧以归，尽奉母，而请从释教。师洪州之天宫寺尼洞微，即昔时授教者也。妙寂，一女子也，血诚复仇，天亦不夺，遂以梦寐之言，获悟于君子，与其仇者得不同天。碎此微躯，岂酬明哲。梵宇无他，唯虔诚法象以报效耳。”
玄怪录,02-007,02-玄怪录卷二,神仙佛道,宪宗李纯,元和,医疗;风俗信仰,马,马,【02-007】先是，有蔺如宾者，舍于芝川。元和初，客有王兰者，以钱数百万鬻茗，止其家。积数年，无亲友之来者。一旦卧疾，如宾以其无后患也，杀之。服馔车舆仆使之盛，拟于公侯。其年生一男，美而慧，虽孔融、卫玠之为奇，犹未可为比。其家念之，谓骊珠赵璧未敌，名曰玉童。衣食之用，日可数金，其或不欲，舞神拜佛之费，一日而罄，不顾也。既而渐大，轻裘肥马，恣其出入。于是交游少年，歌楼酒肆，悦音恣博，日不暂息，虽狂徒皆伏其豪。然而孳产稍衰，稼或不登，即乞贷望岁。元和十年，玉童暴卒。父母之哀，哭玠之不若也。号哭之声，感动行路，恨不得自身代之。如宾极困成瘵。其所饰终之具，洎舍财梵侣、佛画莲宫、致席命乐之费，若不以家为者。虽丧毕，每忌日，饭僧施财而追泣焉。自是稍稍致贫如旧日矣。
玄怪录,02-019,02-玄怪录卷二,冥报报应,未系年,,医疗;婚姻家庭,豹,豹,【02-019】复行，须臾至荥阳。二吏曰：“还生必矣。某将有所取，能一观乎？”环曰：“固所愿也。”共入县郭，到一人家中堂，一吏以怀中绳系床上女人头，尽力拽之；一吏以豹皮囊徐收其气，气尽，乃拽下，皆缚之，同送环家。入门，二吏大呼曰：“崔环！”误筑门扇，遂寤。其家泣候之已七日矣。后数日有枭鸣于庭，环曰：“濮阳翁之子来矣！”遂令家人刻纸钱焚之，乃去。疾平，潜寻所见妇人家，乃县纠郭霈妻也。其时尚未有分河之议。后数日，河中节度使司徒薛公平议奏分河一枝，冀减冲城之势。初奏三丁取一，既虑不足，复奏请二丁役一，竟如环阴司所见也。
玄怪录,02-021,02-玄怪录卷二,神仙佛道,未系年,,医疗;风俗信仰,凤,凤;蝉,【02-021】有鹦鹉数千，丹嘴翠衣，尾长二三尺，翱翔其间。相呼姓字，音旨清越，有名武游郎者，有名阿苏儿者，有名武仙郎者，有名自在先生者，有名踏莲露者，有名凤花台者，有名戴蝉儿者，有名多花子者。或有唱歌者曰：“吾此曲是汉武钩弋夫人常所唱。”词曰：“戴蝉儿，分明传与君王语，建章殿里未得归，朱箔金缸双凤舞。”名阿苏儿者曰：“我忆阿娇深宫下泪，唱曰：‘昔请司马相如为作《长门赋》，徒使费百金，君王终不顾。’”又有诵司马相如《大人赋》者曰：“吾初学赋时，为赵昭仪抽七宝钗横鞭，余痛实不彻，今日诵得，还是终身一艺。”名武游郎者言：“余昔见汉武帝乘郁金楫，泛积翠池。自吹紫玉笛，音韵朗畅，帝意欢适。李夫人歌以随。歌曰：‘顾鄙贱，奉恩私。愿吾君，万岁期。’”
玄怪录,02-022,02-玄怪录卷二,鬼怪妖魅;神仙佛道,未系年,,医疗,凤,凤;鸟,【02-022】又名武仙郎者问归舜曰：“君何姓氏、行第？”归舜曰：“姓柳，第十二。”曰：“柳十二自何许来？”归舜曰：“吾将至巴陵，遭风泊舟，兴酣至此耳。”武仙郎曰：“柳十二官人，偶因遭风，得臻异境，此所谓因病致妍耳。然下官禽鸟，不能致力生人，为足下转达桂家三十娘子。”因遥呼曰：“阿春，此间有客。”即有紫云数片，自西南飞来，去地丈余，云气渐散。遂见珠楼翠幕，重槛飞楹，周匝石际。一青衣自户出，年始十三四，身衣珠翠，颜甚姝美，谓归舜曰：“三十娘子使阿春传语郎君：贫居僻远，劳此检校。不知朝来食否？请垂略坐，以具蔬馔。”即有捧水精床出者。归舜再让而坐。阿春因呼：“凤花台鸟，何不看客？三十娘子以黄郎不在，不敢接对郎君。汝若等闲，似前度受捶。”有一鹦鹉即飞至曰：“吾乃凤花台也。近有一篇，君能听乎？”归舜曰：“平生所好，实契所愿。”凤花台乃曰：“吾昨过蓬莱玉楼，因有一章，诗曰：
玄怪录,02-030,02-玄怪录卷二,鬼怪妖魅,未系年,,命运寿夭;婚姻家庭,狐,狐,【02-030】崔生母在旧居，殊不知崔生纳室。崔生以不告而娶，但启以婢媵。母见女郎，女郎悉归之礼甚具。经月余日，忽有一人送食于女郎，甘香特异。后崔生觉母慈颜衰瘁，因伏问几下，母曰：“吾有汝一子，冀得永寿。今汝所纳新妇，妖美无双。吾于土塑图画之中，未尝识此，必恐是狐媚之辈，伤害于汝，遂致吾忧。”崔生入室见女郎，女郎涕泪交下曰：“本侍箕帚，便望终天。不知尊夫人待以狐媚辈，明晨即便请行，相爱今宵耳！”崔生掩泪不能言。
玄怪录,02-036,02-玄怪录卷二,灵异神异,未系年,,未明,鼠,鼠;鸡;鹤,【02-036】惠又问曰：“汝二人灵异若此，吾欲舍汝，何如？”即皆喜曰：“以轻素等变化，虽无不可，君意如不放，终不能逃。庐山山神欲索轻素作舞姬久矣，今此奉辞，便当受彼荣富。然君能终恩，请命画工，便赐粉黛。”惠即令工人为图之，使被锦绣。轻素喜笑曰：“此度非论舞姬，亦当彼夫人。无以奉酬，请以微言留别。百代之中，但有他人会者，无不为忠臣，居大位矣。言曰：‘鸡角入骨，紫鹤吃黄鼠；申不害五通泉室，为六代吉昌。’”言讫而灭。
玄怪录,02-100,02-玄怪录卷二,鬼怪妖魅;冥报报应;巫术厌胜,未系年,,官运仕途;报应惩恶;风俗信仰,鱼,鱼;狐;豹,【02-100】尝因事暇偶归家，出州门，逢一黄衣使者曰：“太山府君呼君为录事，知之乎？”因出怀中牒示慎。牒曰：“董慎名称茂实，案牍精练。将平疑狱，必俟良能，权差知右曹录事者。”印甚分明。及后署曰：“倨。”慎谓使者曰：“府君呼我，岂有不行，然不识府君名谓何？”使者曰：“录事勿言，到府即知矣。”因持大布囊，内慎于中，负之趋出兖州郭，致囊于路左，汲水为泥，封慎两目。慎目既无所睹，都不知经过远近。忽闻大唱曰：“范慎追董慎到。”使者曰：“诺。”趋入。府君曰：“所追录事，今复何在？”使者曰：“冥司幽秘，恐或漏泄，向请左曹匿影布囊盛之。”府君大笑曰：“使一范慎追一董慎，取左曹布囊盛右曹录事，可谓能防慎矣。”便令写出，抉去目泥，便赐青缣衣、鱼须笏、豹皮靴，文甚斑驳。邀登副阶，命左右取榻令坐，曰：“籍君公正，故有是请。今有闽州司马令狐寔等六人，置无间狱。承天曹符，以寔是太元夫人三等亲，准令式递减三等。昨罪人程翥一百二十人引例喧讼纷纭，不可止遏。已具名申天曹。天曹以为罚疑唯轻，亦令量减二等。余恐后人引例多矣，君谓宜如何？”慎曰：“夫水照妍媸而人不怒者，以其至清无情，况于天地刑法，岂宜恩贷奸慝。然慎一胥吏尔，素无文字，虽知不可，终语无条贯。常州府秀才张审通，辞彩隽拔，足得备君管记。”府君令帖召。
玄怪录,02-101,02-玄怪录卷二,神仙佛道;巫术厌胜,未系年,,医疗;官运仕途;命运寿夭,狐,狐,【02-101】俄顷，审通至，曰：“此易耳，当为判以状申。”府君曰：“君善为辞。”即补充左曹录事，仍赐衣服如董慎，各给一玄狐，每出即乘之。审通判曰：“天本无私，法宜画一。苟从恩贷，是恣奸行。令狐寔前命减刑，已同私请；程翥后申簿诉，且异罪疑。倘开递减之科，实失公家之论。请依前付无间狱，仍录状申天曹者。”即有黄衫人持状而往，少顷，复持天符曰：“所申文状，多起异端。奉主之宜，但合遵守。《周礼》八议，一曰‘议亲’。又《元化匮》中《释冲符》，亦曰‘无不亲’。是则典章昭然，有何不可！岂可使太元功德，不能庇三等之亲！仍敢愆违，须有惩谪。府君可罚不衣紫六十甲子，余依前处分者。”府君大怒审通曰：“君为判辞，使我受谴。”即命左右取方寸肉，塞却一耳，遂无闻。审通诉曰：“乞更为判申，不允，则甘罪再罚。”府君曰：“君为我去罪，即更与君一耳。”审通又判曰：“天大地大，本以无亲。若使有亲，何由得一！苟欲因情变法，实将生伪丧真。太古以前，人犹至朴；中古之降，方闻各亲。岂可使太古育物之心，生仲尼观蜡之叹。无不亲，是非公也，何必引之。请宽逆耳之辜，敢荐沃心之药。庶其阅实，用得平均。令狐寔等，并请依正法，仍录状申天曹者。”黄衣人又持往。须臾，又有天符来曰：“再省所申，甚为允当。府君可加六天副正使。令狐寔、程翥等，并正法处置者。”府君悦，即谓审通曰：“非君不可以正此狱。”因命左右割下耳中肉，令一小儿擘之为一耳，安于审通额上。曰：“塞君一耳，与君三耳，何如？”又谓慎曰：“甚赖君荐贤，以成我美。然不可久留君，当加一周年相报耳。君兼本寿，得二十一年矣。”即促送归家。
玄怪录,02-102,02-玄怪录卷二,鬼怪妖魅,未系年,,婚姻家庭,鸡,鸡;鸟,【02-102】使者复以泥封二人，布囊各送至宅，欻如写出，而顾问妻子，妻子云：“君亡精魂已十余日矣。”慎自此果二十一年而卒。审通数日额角痒，遂踊出一耳，通前三耳，而踊出者尤聪。时人笑曰：“天有九头鸟，地有三耳秀才。”亦呼为鸡冠秀才者。慎初见府君称邻，后方知倨乃邻家也。
玄怪录,03-006,03-玄怪录卷三,神仙佛道,未系年,,官运仕途;婚姻家庭,龙,龙;鱼;马,【03-006】及明日辰后，有小童前拜曰：“封郎使归儿送书，令从二郎引路。”启书读曰：“佳辰气茂，思得良会，驻足层台，企俟光仪，唯足下但东驰耳。”夸郎即策马从之，可行十里，忽见泉石萦彻，异花骈植，宾馆宏敞，穷极瑰宝；门县青绡幕，下宛一尺余，皆燕兽炭。夸郎即与封郎相见，方顾异之，平仲回叱一小童曰：“捧笔奴，早令汝煎火浣幕，何故客至犹未毕？”但令去火，而幕色尤鲜。坐未几，又有四人出宅，皆风雅士也。封生曰：“主人王二兄、三兄、四兄、六郎子，其名曰准、曰推、曰惟、曰淮。”夸郎相见，坐讫。即有六青衣，皆有殊色，悉衣珠翠，捧方丈盘至。珍羞万品，中有珍异，无不殚尽。王淮曰：“有少家乐，请此奉娱。”即有女娃十余人并出，别有胡优咬指翘足，一时拜员外，资次即为给舍。淮指二妓曰：“石崇妾仙娥娘也，名称亚于绿珠。”于是丝竹并作，铿锵清亮。日晚，王氏昆弟醉寝，封生谓夸郎曰：“此亦足为富贵，然丈人为太守，当不以此为盛。”夸郎曰：“不以鄙贱，百倍行采，不审何以致之？”封生曰：“君诚能结同心，仆便请为行人。拙室有姨，美淑善音，请袁君思之。”夸郎曰：“但恐龙门下难为鱼耳。”封生因入白王氏尊长，即出曰：“允矣，明日吉辰，便为迎日。”夸郎大悦，许之。
玄怪录,03-024,03-玄怪录卷三,卜筮占相;冥报报应,未系年,,官运仕途,马,马;鹤,【03-024】“占者曰：‘汝前生梓潼薛君曹也，好服木蕊散，多寻异书，日诵黄老一百纸。徙居鹤鸣山下，草堂三间，户外骈植花竹，泉石萦绕。八月十五日，长啸独饮，因酒酣畅，大言曰：‘薛君曹疏淡若此，何无异人降止！’”忽觉两耳中有车马声，因颓然思寝。才至席，遂有小车，朱轮青盖，驾赤犊，出耳中，各高二三寸，亦不知出耳之难。车有二童，绿帻青帔，亦长二三寸，凭轼呼御者，踏轮扶下，而谓君曹曰：“吾自兜玄国来，向闻长啸月下，韵甚清澈，私心奉慕，愿接清论。”君曹大骇曰：“君适出吾耳，何谓兜玄国来？”二童子曰：“兜玄国在吾耳中，君耳安能处我？”君曹曰：“君长二三寸，岂复耳有国土。傥若有之，国人当尽焦螟耳。”二童曰：“胡为其然？吾国与汝国无异，不信，盍请从吾游。或能便留，则君无生死苦矣。”一童因倾耳示君曹。君曹觇之，乃别有天地，花卉繁茂，甍栋连接，清泉翠竹，萦绕香甸。因扪耳投之，已至一都会，城池楼堞，穷极瑰丽。君曹彷徨，未知所之。顾见向之二童已在侧。谓君曹曰：“此国大小与君国？既至此，盍从吾谒蒙玄真伯？”蒙玄真伯居大殿，墙垣阶陛，尽饰以金碧，垂翡翠帘帷，中间独坐真伯，身衣云霞日月衣，冠通天冠，垂旒皆与身等。玉童四人，立侍左右，一执白拂，一执犀如意。二人既入，皆拱手拜伏，不敢仰视。有高冠、长鬣、绛纱衣人，宣青纸制曰：“肇分太素，国既百亿。尔沦下土，贱卑万品。聿臻于此，实由冥合。况尔清节躬诚，叶于真宰。大官厚爵，俾宜享之。可为主箓大夫。”君曹拜舞出门，即有黄帔三四人，引至一曹署，其中文簿，多所不识。每月亦无请受，但意有所念，左右必先知，当便供给。因暇登楼远望，忽有归思，赋诗曰：
玄怪录,03-028,03-玄怪录卷三,卜筮占相;巫术厌胜;灵异神异,德宗李适,贞元,医疗;官运仕途;命运寿夭;风俗信仰,鹿,鹿,【03-028】“占者又云：‘吾前生乃出耳中童子。以汝前生好道，以至得到兜玄国。然俗想未尽，不可长生。然汝由此寿千岁矣。吾授汝符，即归。’因吐朱绢尺余，令吞之。占者遂复童子形而灭。自是不复有疾，周行天下名山，迨兹向二百余岁。然吾所见异事甚多，并记鹿革中。”因启囊，出二轴书甚大，字颇细，左不能读，请叟自宣，略述十余事，其半昭然可纪。此卷八事，无非叟之所说。其夕，将明，左略寝。及觉，已失叟。后数日，有入于炭谷湫见之。叟曰：“为我致意于张君。”左遽寻之，已复不见。时贞元中。
玄怪录,03-030,03-玄怪录卷三,冥报报应,未系年,,医疗;禳灾祈福,虎,虎;狗;猪;兔;鹿;狐;豹;雉;雁;鹰,【03-030】先一日，有薪者樵于霍山，暴疟不能归。因止岩穴之中，呻吟不寐。夜将艾，似闻悉窣有人声，初以为盗贼将至，则匍匐伏于林木中。时山月甚明，有一人身长丈余，鼻有三角，体被豹鞞，目闪闪如电，向谷长啸。俄有虎、兕、鹿、豕、狐、兔、雉、雁，骈匝百许步。长人即宣言曰：“余玄冥使者，奉北帝之命，明日腊日，萧使君当顺时畋猎。尔等若干合箭死，若干合枪死，若干合网死，若干合棒死，若干合狗死，若干合鹰死。”言讫，群兽皆俯伏战惧，若请命者。老虎洎老麋，皆屈膝向长人言曰：“以某等之命，死实以分。然萧公仁者，非意欲害物，以行时令耳。若有少故则止。使者岂无术救某等乎？”使者曰：“非余欲杀汝辈，但今自以帝命宣示汝等刑名，即余使乎之事毕矣。自此任尔自为计。然余闻东谷严四兄善谋，尔等可就彼祈求。”群兽皆轮转欢叫。使者即东行，群兽毕从。时薪者疾亦少间，随往觇之。
