paragraph_id,volume,level1_supernatural,level2_emperor,level2_era,level3_domain,text
02-025,02-大唐新语卷二,卜筮占相,武则天,,官运仕途;军事战争,【02-025】张易之、昌宗方贵宠用事，潜相者言其当王，险薄者多附会之。长安末，右卫西街有榜云：“易之兄弟、长孙汲、裴安立等谋反。”宋璟时为御史中丞，奏请穷理其状。则天曰：“易之已有奏闻，不可加罪。”璟曰：“易之为飞书所逼，穷而自陈。且谋反大逆，法无容免，请勒就台勘当，以明国法。易之等久蒙驱使，分外承恩，臣言发祸从，即入鼎镬。然义激于心，虽死不恨。”则天不悦。内史杨再思遽宣敕命，令璟出。璟曰：“天颜咫尺，亲奉德音，不烦宰臣擅宣王命。”左拾遗李邕历阶而进曰：“宋璟所奏，事关社稷，望陛下可其所奏。”则天意若解，乃传命，令易之就台推问。斯须，特敕原之，仍遣易之、昌宗就璟辞谢。拒而不见，令使者谓之曰：“公事当公言之，私见即法有私也。”璟谓左右：“恨不先打竖子脑破，而令混乱国经，吾负此恨。”时朝列呼易之、昌宗为五郎、六郎，璟独以官呼之。天官侍郎郑杲谓璟曰：“中丞奈何唤五郎为卿？”璟曰：“郑杲何庸之甚！若以官秩，正当卿号；若以亲故，当为张五郎、六郎矣。足下非张氏家僮，号五郎、六郎何也？”杲大惭而退。
02-027,02-大唐新语卷二,神仙佛道,武则天,,医疗;官运仕途;风俗信仰,【02-027】薛怀义承宠遇，则天俾之改姓，云是驸马薛绍再从叔。或俗人号为薛师。猖狂恃势，多度膂力者为僧，潜图不轨。殿中侍御史周矩奏请按之。则天曰：“不可。”矩固请，则天曰：“卿去矣！朕即遣来。”矩至台，薛师亦至，踏阶下马，但坦腹于床。将按之，薛师跃马而去。遽以闻则天。则天曰：“此道人患风，不须苦问。所度僧，任卿穷按其事。”诸僧流远恶州。矩后竟为薛师之所构，下狱死。
02-030,02-大唐新语卷二,神仙佛道;谶谣征应,中宗李显,,官运仕途,【02-030】中宗反正才月余，而武三思居中用事，皇后韦氏颇干朝政，如则天故事。桓彦範奏曰：“伏见陛下每临朝听政，皇后必施帷幔，坐于殿上，参闻政事。愚臣历选列辟，详求往代帝王有与妇人谋及政事者，无不破国亡家，倾朝继路。以阴干阳，违天也；以妇凌夫，违人也。违天不祥，违人不义。《书》称：‘牝鸡之晨，唯家之索。’《易》曰：‘无攸遂，在中馈。’言妇人不得干政也。伏愿陛下览古人之言，以苍生为念，不宜令皇后往正殿干外朝；专在中宫，聿修阴教，则坤仪式叙，鼎命维新矣。”疏奏不纳。又有故僧惠範、山人郑普思、叶静能等，并挟左道，出入宫禁。彦範等切谏，并不从。后彦範等反及祸。
02-031,02-大唐新语卷二,谶谣征应,未系年,,官运仕途,【02-031】桓彦範等既匡复帝室，勋烈冠古，武三思害其公忠，将诬以不轨诛之。大理丞李朝隐请问明状。卿裴谭附会三思，异朝隐判，竟坐诛。谭迁刑部尚书，侍御史李祥弹之曰：“异李朝隐一判，破桓、敬等五家。附会三思，状验斯在，天下闻者，莫不寒心。刑部尚书，从此而得。”略无回避，朝廷壮之。祥解褐监亭尉，因校考为录事参军所挤排。祥趋入，谓刺史曰：“录事恃纠曹之权，祥当要居之地，为其妄褒贬耳。使祥秉笔，颇亦有词。”刺史曰：“公试论录事状。”遂援笔曰：“怯断大案，好勾小稽。隐自不清，疑他总浊。阶前两竞，斗困方休；狱里囚徒，非赦不出。”天下以为谈笑之最矣。
03-002,03-大唐新语卷三,冥报报应,太宗李世民,,医疗,【03-002】陆德明受学于周弘正，善言玄理，王世充僭号，署为散骑侍郎。王令子师之，将行束脩之礼。德明服巴豆散，卧东壁下。充之子入跪床下，德明佯绐之痢，竟不与语，遂移病成皋。及入朝，太宗引为文馆学士，使阎立本写真形，褚亮为之赞曰：“经术为贵，玄风可师。励学非远，通儒在兹。”终于国子博士。
03-003,03-大唐新语卷三,鬼怪妖魅,高祖李渊,,官运仕途,【03-003】李密既降，徐勣尚守黎阳仓，谓长史郭恪曰：“魏公既归于唐，我士众土地，皆魏公之有也。吾若上表献之，即是自邀富贵，吾所耻也。今宜具录以启魏公，听公自献，则魏公之功也。”及使至，高祖闻其表，甚怪之。使者具以闻，高祖大悦曰：“徐勃盛德推功，真忠臣也。”即授黎州总管，赐姓李氏。
03-007,03-大唐新语卷三,冥报报应,太宗李世民,,官运仕途,【03-007】文德皇后崩，未除丧，许敬宗以言笑获谴。及太宗梓宫在前殿，又垂臂过，侍御史阎玄正弹之曰：“敬宗往居先后丧，已坐言笑黜；今对大行梓宫，又垂臂无礼。”敬宗惧获罪，高宗寝其奏。事虽不行，时人重其刚正。
03-010,03-大唐新语卷三,鬼怪妖魅,未系年,,官运仕途;婚姻家庭;禳灾祈福,【03-010】魏元忠男昇娶荥阳郑远女，昇与节愍太子谋诛武三思、废韦庶人，不克，为乱兵所害，元忠坐系狱。远以此乃就元忠求离书。今日得离书，明日改醮。殿中侍御史麻察不平之，草状弹曰：“郑远纳钱五百万，将女易官。先朝以元忠旧臣，操履坚正，岂独尚兹贤行，实欲荣其姻戚，遂起复授远河内县令，远子良解褐洛州参军。既连婚国相，父子崇赫，迨元忠下狱，遂诱和离，今日得书，明日改醮。且元忠官历三朝，荣跻十等，虽金精屡铄，而玉色常温。远胄虽参华，身实凡品。若言齐郑非偶，不合结缡；既冰玉交欢，理资同穴。而下山之夫未远，御轮之婿已周，无闻寄死托孤，见危授命。斯所谓滓秽流品，点辱衣冠，而乃延首靦颜，重尘清鉴。九流选叙，须有淄、渑；四裔遐陬，宜从摈斥。虽渥恩周洽，刑罚免加；而名教所先，理资惩革。请裁以宪纲，禁锢终身。”远以此废弃。朝野咸赏察之公直。
03-019,03-大唐新语卷三,谶谣征应,玄宗李隆基,开元,医疗;官运仕途,【03-019】苏瓌：开元七年五月己丑朔，日有蚀之。玄宗素服候变，撤乐减膳，省囚徒，多所原放，水旱州皆定赈恤，不急之务，一切停罢。瓌与宋璟谏曰：“陛下频降德音，勤恤人隐，令徒已下刑尽责保放。惟流死等色，则情不可宽，此古人所以慎赦也。恐言事者，直以月蚀修刑，日蚀修德，或云分野应灾祥，冀合上旨。臣以为君子道长，小人道消，女谒不行，谗夫渐远，此所谓修德。囹圄不扰，甲兵不黩，理官不以深苛，军将不以轻进，此所谓修刑也。若陛下常以此留念，纵日月盈亏，将因此而致福，又何患乎！且君子耻言浮于行，故曰：‘予欲无言。’又曰：‘天何言哉，四时行焉，百物生焉。’要以至诚动天，不在制书频下。”玄宗深纳之。
03-031,03-大唐新语卷三,谶谣征应,玄宗李隆基,开元,官运仕途;婚姻家庭;禳灾祈福,【03-031】卢怀慎，其先范阳人，祖父哲为灵昌令，因家焉。怀慎少清俭廉约，不营家业。累居右职。及秉钧衡，器用服饰无金玉文绣之丽，所得俸禄，皆随时分散，而家无余蓄，妻子不免匮乏。及薨，赠荆州大都督，谥曰文成。玄宗幸东都，下诏曰：“故检校黄门监卢怀慎，衣冠重器，廊庙周材。讦谟当三杰之一，学行总四科之二，等平津之辅汉，同季文之相鲁。节邻于古，俭实可师。虽清白莹然，篤金非宝；然妻孥贫窭，儋石屡空。言念平昔，弥深轸悼。宜恤凌统之孤，用旌晏婴之德。宜赐物一百段，米粟二百石。”明年，车驾还京师，望见怀慎别业，方营大祥斋，悯其贫乏，即赐绢五百匹。制苏颋为之碑，仍御书焉。子奂，历任以清白闻，为陕郡太守。开元二十四年，玄宗还京师，次陕城顿，赏其政能，题赞于其厅事曰：“专城之重，分陕之雄。人多惠爱，性实谦冲。亦既利物，存乎匪躬。为国之宝，不坠家风。”天宝初，为晋陵太守。岭南利兼山海，前后牧守赃污者多。乃以奂为岭南太守，贪吏敛迹，人庶爱之。
04-002,04-大唐新语卷四,鬼怪妖魅,太宗李世民,,报应惩恶,【04-002】唐临为大理卿，初莅职，断一死囚。先时坐死者十余人，皆他官所断。会太宗幸寺，亲录囚徒。他官所断死囚，称冤不已；临所断者，默而无言。太宗怪之，问其故。囚对曰：“唐卿断臣，必无枉滥，所以绝意。”太宗叹息久之，曰：“为狱固当若是。”囚遂见原。即日，拜御史大夫，太宗亲为之考词曰：“形若死灰，心如铁石。”初，临为殿中侍御史，正班大夫韦挺责以朝列不肃，临曰：“此将为小事，不以介意，请俟后命。”翌日，挺离班与江夏王道宗语，趋进曰：“王乱班。”将弹之。道宗曰：“共公卿大夫语。”临曰：“大夫亦乱班。”挺失色而退。同列莫不悚动。
04-009,04-大唐新语卷四,卜筮占相;巫术厌胜,玄宗李隆基,开元,官运仕途;婚姻家庭;报应惩恶;巫蛊害人;禳灾祈福,【04-009】则天朝，奴婢多通外人，辄罗告其主，以求官赏。润州刺史窦孝谌妻庞氏，为其奴所告夜醮，敕御史薛季旭推之。季旭言其咒诅，草状以闻，先于玉阶涕泣不自胜，曰：“庞氏事状，臣子所不忍言。”则天纳之，迁季旭给事中。庞弃市，将就刑，庞男希瑊诉冤于侍御史徐有功。有功览状曰：“正当枉状。”停决以闻。三司对按，季旭益周密其状。秋官及司刑两曹既宣覆而自惧，众迫有功。有功不获申，遂处绞死。则天召见，迎谓之曰：“卿比按，失出何多也？”有功曰：“失出，臣下之小过；好生，圣人之大德。愿陛下弘大德，天下幸甚！”则天默然久之，曰：“去矣！”敕减死，放于岭南。月余，复授侍御史。有功俯伏流涕，固不奉制。则天固授之，有功曰：“臣闻鹿走于山林，而命悬于厨者何？势使然也。陛下以法官用臣，臣以从宽行法，必坐而死矣。”则天既深器重，竟授之，迁司刑少卿。时周兴、来俊臣等罗告天下衣冠，遇族者数千百家。有功居司刑，平反者不可胜纪，时人方之于定国。中宗朝，追赠越州都督，优赐其家，并授一品官。开元初，窦希瑊外戚荣贵，奏请回己之官，以酬其子。
04-011,04-大唐新语卷四,神仙佛道;冥报报应;神梦感应,武则天,,报应惩恶;军事战争,【04-011】则天朝，恒州鹿泉寺僧净满有高行。众僧嫉之，乃密画女人居高楼，净满引弓射之状，藏于经笥，令其弟子诣阙告之。则天大怒，命御史裴怀古推按，便行诛决。怀古穷其根本，释净满而坐告者，以闻。则天惊怒，色动声战，责怀古宽纵。怀古执之不屈。李昭德进曰：“怀古推事疏略，请令重推。”怀古厉而言曰：“陛下法无亲疏，当与天下执一。奈何使臣诛无辜之人，以希圣旨？向使净满有不臣之状，臣复何颜能宽之乎？臣守平典，庶无冤滥，虽死不恨也。”则天意解，乃释怀古。后副阎知微和亲于突厥，突厥立知微为南面可汗而入寇赵、定，怀古因得逃归。素羸弱不堪奔驰，乃恳诚告天，愿投死南土。倦而寝，梦一僧状如净满者引之，曰：“可从此路出。”觉而从之，果获全。时人以为忠恕之报。
04-015,04-大唐新语卷四,神仙佛道,未系年,,婚姻家庭;报应惩恶,【04-015】僧惠範恃权势逼夺生人妻，州县不能理。其夫诣台诉冤，中丞薛登、侍御史慕容珣将奏之。台中惧其不捷，请寝其议。登曰：“宪司理冤滞，何所回避！朝弹暮黜，亦可矣。”登坐此出为岐州刺史。时议曰：“仁者必有勇，其薛公之谓欤！”
04-019,04-大唐新语卷四,冥报报应,玄宗李隆基,开元,官运仕途,【04-019】开元中，申王执奏：“辰府录事阎楚珪，望授辰府参军。”玄宗许之。姚崇奏曰：“臣昔年奉旨，王公驸马所有奏请，非降墨敕，不可商量。其楚珪官，请停。”诏从之。
04-031,04-大唐新语卷四,神仙佛道,未系年,,官运仕途,【04-031】李杰为河南尹，有寡妇告其子不孝。其子不能自理，但云：“得罪于母，死甘分。”杰察其状，非不孝子也，谓寡妇曰：“汝寡居，唯有一子。今告之，罪至死，得无悔乎？”寡妇曰：“子无赖，不顺母，宁复惜之！”杰曰：“审如此，可买棺木来取儿尸。”因使人俟其后。寡妇既出，谓道士曰：“事了矣。”俄将棺至。杰冀其悔，再三喻之，寡妇执意如初。道士立于门外，密令擒之，一问承伏，曰：“某与寡妇有私，常为儿所制，故欲除之。”杰乃杖杀道士及寡妇，便以向棺盛之。
05-005,05-大唐新语卷五,鬼怪妖魅,高祖李渊,,命运寿夭;婚姻家庭,【05-005】屈突仲通，隋炀帝所任，留镇长安。义师既济河，通将兵至潼关以御义师，遂为刘文静所败。通至归东都，不顾家属。文静遣通子寿往喻之，通曰：“昔与汝为父子，今为仇讐。”命左右射之。乃下马，东向哭曰：“臣力屈兵散，不负陛下，天地鬼神，照臣此心。”洎见高祖，高祖曰：“何见之晚也？”通泣曰：“不能尽人臣之节，于此奉见，为本朝之辱，以愧相王。”高祖曰：“忠臣也。”以为兵部尚书。
05-007,05-大唐新语卷五,死而复生,睿宗李旦,,医疗;政治征兆,【05-007】安金藏为太常工人，时睿宗为皇嗣。或有诬告皇嗣潜有异谋者，则天令来俊臣按之。左右不胜楚毒，皆欲自诬，唯金藏大呼谓俊臣曰：“公既不信金藏言，请剖心以明皇嗣不反。”则引佩刀自割，其五脏皆出，流血被地，气遂绝。则天闻，令异入宫中，遣医人却内五脏，以桑白皮缝合之，傅药，经宿乃苏。则天临视，叹曰：“吾有子不能自明，不如汝之忠也。”即令停推。睿宗由是乃免。金藏后丧母，复于墓侧躬造石坟石塔。旧源上无水，忽有涌出泉。又李树盛冬开花，大鹿挟其道。本道使卢怀慎以闻，诏旌其门闾。玄宗即位，追思金藏节，下制褒美。拜右骁卫将军，仍令史官编次其事。
05-009,05-大唐新语卷五,神仙佛道,武则天,,医疗;官运仕途,【05-009】张敬之，则天时每思唐德，唯以禄仕，谓子冠宗曰：“吾今佩服，乃莽朝之服耳。”累官至春卿侍郎，当入三品，子弟将通由历于天官。有僧泓者，善阴阳算术，与敬之有旧，谓敬之曰：“六郎无烦求三品。”敬之曰：“弟子无所求，励此儿子耳。”敬之弟讷之，为司礼博士，有疾，甚危殆。泓师指讷之曰：“八郎得三品。”敬之曰：“忧其疾亟，岂望三品也？”曰：“八郎今日如临万仞间，必不坠矣。”皆如其言。
05-020,05-大唐新语卷五,鬼怪妖魅,高祖李渊,,医疗;军事战争,【05-020】张志宽为布衣，居河东。隋末丧父，哀毁骨立，为州国所称。寇贼闻其名，不犯其间。后为里尹在县，忽称母疾。县令问其故，志宽对曰：“母尝所害苦，志宽亦有所害。向患心痛，是以知母有疾。”令怒曰：“妖妄之词也！”系之于法。驰遣验之，果如所言，异之。高祖闻，旌表门闾，就拜散骑常侍。
05-024,05-大唐新语卷五,死而复生,未系年,,官运仕途;禳灾祈福,【05-024】孟景休事亲以孝闻，丁母忧，哀毁逾礼，殆至灭性。弟景祎年在襁褓，景休亲乳之。祭为之丰。及葬时，属寒，跣而履霜，脚指皆堕，既而复生如初。景休进士擢第，历监察御史、鸿胪丞。为来俊臣所构，遇害，时人伤焉。
06-002,06-大唐新语卷六,鬼怪妖魅;谶谣征应,中宗李显,神龙,医疗;官运仕途;风俗信仰,【06-002】冯元常阖门孝友，天下无比。或居兄弟服制，昼则从事，夜则尽会礼堂，虽病亦各卧东西壁一床而已，除服乃归私室。历官左右丞，多所厘革，朝无留事。高宗大渐，敕诸长史曰：“朕四体不好，百司奏事，可共元常平章以闻。”其委任如此。则天深忌之。及高宗崩，四方多说怪妄，以为祥瑞。嵩阳令樊文进瑞石，则天命示百寮。元常奏论其妖妄，不可诬罔士庶。则天甚不悦，出为陇州刺史，寻构害之。神龙初，诏旌其门为“忠臣门”。元常忠孝正直，冠绝古今，而神理福善，眇然无依，天下咸惜之。元常祖慈明，李密之乱，为贼所执。慈明乃潜使人奉表江都，论贼形势，密义而释之。慈明知天命有归，劝密归国，密不纳。贼帅翟让怒骂慈明，明曰：“天子使我剪除尔辈，不图为贼所执，合杀但杀，何烦骂也！”让大怒，乱斫而死。炀帝闻而伤之，赠银青光禄大夫，谥曰壮武公。拜二子为承务郎。
06-004,06-大唐新语卷六,神仙佛道,玄宗李隆基,开元,医疗;禳灾祈福,【06-004】薛王业母早亡，为贤妃亲自鞠养。开元初，业迎贤妃归私第，以申供养。业同母妹淮阳、凉阳二公主亦早亡，业抚爱其子如己子。玄宗以业孝友，特加亲爱。尝疾，上亲为祈祷。及瘳，幸其第，置酒宴乐，更为初生之欢。因赋诗曰：“昔见漳滨卧，言将人事违。今逢庆诞日，犹谓学仙归。棠棣花重发，鸰原鸟再飞。”其恩遇如此。
06-013,06-大唐新语卷六,鬼怪妖魅,太宗李世民,,医疗;官运仕途,【06-013】岑文本初仕萧诜，江陵平，授秘书郎，直中书省。李靖骤称其才，擢拜中书舍人，渐蒙恩遇。时颜师古谙练故事，长于文诰。时无逮，冀复用之。太宗曰：“我自举一人，公勿复也。”乃以文本为中书侍郎，专与枢密。及迁中书令，归家有忧色。其母怪而问之，文本对曰：“非勋非旧，滥登宠荣，位高责重，古人所戒，所以忧耳。”有来贺者，辄曰：“今日受吊不受贺。”辽东之役，凡所支度，一以委之，神用顿竭。太宗忧之曰：“文本与我同行，恐不与我同反。”俄病卒矣。
06-021,06-大唐新语卷六,神仙佛道;冥报报应,未系年,,官运仕途;风俗信仰,【06-021】狄仁杰为儿童时，门人被害者，县吏就诘之。众咸移对，仁杰坚坐读书。吏责之，仁杰曰：“黄卷之中，圣贤备在，犹未对接，何暇偶俗人而见耶？”以资授汴州判佐。工部尚书阎立本黜陟河南，仁杰为吏人诬告，立本惊谢曰：“仲尼云：‘观过，斯知仁矣。’足下可谓海曲明珠，东南遗宝。”特荐为并州法曹。其亲在河阳别业。仁杰赴任，于并州登太行，南望白云孤飞，谓左右曰：“吾亲所居，近此云下！”悲泣，伫立久之，候云移乃行。
