paragraph_id,volume,level1_supernatural,level2_emperor,level2_era,level3_domain,text
01-109,01-刘宾客嘉话录,鬼怪妖魅;神仙佛道,未系年,,医疗;官运仕途;禳灾祈福,【01-109】$ ^{*} $洛阳有僧，房中磬子日夜辄自鸣。僧以为怪，惧而成疾，求术士百方禁之，终不能已。曹绍夔素与僧善，夔来问疾，僧具以告。俄击斋钟，磬复作声。绍夔笑曰：“明日设盛馔，余当为除之。”僧虽不信绍夔言，冀或有效，乃力置馔以待。绍夔食讫，出怀中错，镳磬数处而去，其声遂绝。僧问其所以，绍夔曰：“此磬与钟律合，故击彼应此。”僧大喜，其疾便愈。
01-110,01-刘宾客嘉话录,鬼怪妖魅,未系年,,婚姻家庭,【01-110】$ ^{*} $隋末有河间人，魑鼻酗酒，自号郎中，每醉必殴击其妻。妻美而善歌，每为悲怨之声，辄摇顿其身。好事者乃为假面以写其状，呼为“踏摇娘”。今谓之“谈娘”。
02-010,02-补遗,神仙佛道,未系年,,未明,【02-010】郭璞《山海经》序曰：“人不得耳闻眼不见为无。”非也，是自不知不见耳，夏虫疑冰之类是矣。仲尼曰：“加我数年，五十以学易，可以无大过矣。”又韦编三绝。所以明未会者多于解也。《唐语林》二。
02-011,02-补遗,神仙佛道,未系年,,未明,【02-011】有杨何者有礼学，以廷评来夔州，转云安盐官。因过刘禹锡，与之□□，何云：“仲尼合葬于防。”“防”地名，非也。仲尼以开墓合葬于防，“防”隧道也，且潸然流涕，是以合葬也。若谓之地名，则未开墓而已潸然何也。《唐语林》二。
02-032,02-补遗,神梦感应,未系年,,官运仕途,【02-032】刘□□云：“刘”作“郑”，今以意改。“张燕公文逸而学奥，苏许公文似古，学少简而密。张有河朔刺史冉府君碑，序金城郡君云：‘葬华前落，藁瘗城隅，天使马悲，启滕公之室；人看鹤舞，闭王母之坟。’亦其比也。”公又云：“张巧于才，近世罕比。端午三殿侍宴诗云：‘甘露垂天酒，芝盘捧御书。含丹同蝘蜓，灰骨慕蟾蜍。’上亲解紫拂菻带以赐焉。苏尝梦书壁云：‘元老见逐，谗人孔多。既诛群凶，方宣大化。’后十三年视草禁中，拜刘幽求左仆射制，上亲授其意，及进本，上自益前四句，乃梦中之词也。”《唐语林》二。
02-033,02-补遗,死而复生,太宗李世民,,医疗;婚姻家庭,【02-033】又曰：“曰”本作“闻”，今以意改。杜工部诗如爽鹘摩霄，骏马绝地，其《八哀诗》，诗人比之大谢拟魏太子邺中八篇。杜曰：“公知其一，不知其二。吾诗曰：汝阳让帝子，眉宇真天人。虬髯似太宗，色映塞外春。八篇中有此句不？”或曰：“百川赴巨海，众星拱北辰。所谓世有其人。”杜曰：“使昭明复生，吾当出刘曹二谢上。”杜善郑广文，尝以花卿及姜楚公画鹰示郑，郑曰：“足下此诗可以疗疾。”他日郑妻病，杜曰：“尔但言：子章髑髅血模糊，手提掷还崔大夫。如不瘥，即云：观者徒惊帖壁飞，画师不是无心学。未间，更有：太宗拳毛弱，郭家师子花。如又不瘥，虽和、扁不能为也。”其自得如此。《唐语林》二。
02-034,02-补遗,鬼怪妖魅,太宗李世民,,医疗;婚姻家庭,【02-034】按此二条本为一条，详其文义，当亦出《嘉话录》。文中引“公又云”即韦书通例。末云“其自得如此”，按张巡守睢阳条云：“其忠勇如此”，杜丞相鸿渐条云：“贵人多知人也如此”，苗给事条云：“其父子之情切如此”，贞元末太府卿韦渠牟条云：“名场险巇如此”，均与此相类，故定为《嘉话录》佚文。首言“郑□□云”，疑本作“刘禹锡云”，既脱“禹锡”两字，又误“刘”为“郑”耳。按《观林诗话》引《树萱录》云：“杜工部诗世传骨气高峭，如爽鹘摩霄，骏马绝地。”又《苕溪渔隐丛话》前集卷十一引《西清诗话》云：“《树萱录》云：子美自负其诗，郑虔妻病疟，过之，云：当诵予诗，疟鬼自避。初曰：日月低秦树，乾坤绕汉宫。不愈则诵：子章髑髅血模糊，手提掷还崔大夫。又不愈则诵：虬髯似太宗，色映塞外春。若又不愈则卢扁无如何矣。”又《唐诗纪事》卷十八引《诗话》云：“有病疟者，子美曰：吾诗可以疗之。病者曰：云何？曰：夜阑更秉烛，相对如梦寐。其人诵之，疟犹是也。杜曰：更诵吾诗云：子章髑髅血模糊，手提掷还崔大夫。其人诵之果愈。”葛常之《韵语阳秋》引《古今诗话》曰：“子美因见病疟者，曰：诵吾诗可疗。令诵：子章髑髅血模糊，手提掷还崔大夫之句，病遂愈。”诸书传说不一，但以《嘉话录》为最早，且只是杜氏自得之意，并非其诗句真得疗疟疾，似为近真也。
02-036,02-补遗,神仙佛道,未系年,,官运仕途,【02-036】裴藻者延龄之子，应鸿辞举。延龄于吏部候消息。时苗给事及杜黄门同时为吏部知铨，将出门，延龄接见；采侦二侍郎口气。延龄乃念藻赋头曰：“是冲仙人。”黄门顾苗给事曰：“记有此否？”苗曰：“恰似无。”延龄仰头大呼曰：“不得，不得。”敕下，果无名藻者。刘禹锡曰：“当延龄用事之时，不预实难也。非杜黄门谁能拒之。”《唐语林》三。
02-045,02-补遗,鬼怪妖魅,未系年,,官运仕途,【02-045】刘禹锡曰：史氏所贵著作起居注，橐笔于魑首之下，人君言动皆书之，君臣启沃皆记之，后付史氏记之，故事也。今起居惟写除目，著作局可张罗，不亦倒置乎。《唐语林》六。
02-051,02-补遗,卜筮占相,文宗李昂,开成,官运仕途;政治征兆,【02-051】开成末，韦绚自左补阙为起居舍人。时文宗稽古尚文，多行贞观开元之事。妙选左右史，以魏謩为右史，俄兼大谏，入阁秉笔，直声远闻。帝倚以为相者，期在旦暮，对敭原作“剔”，今以意改。进谏，细大必行，公望美事，朝廷拭目以观文贞公之风彩。会文宗晏驾，时事变移，遂中辍焉。时绚已除起居舍人，杨嗣复于殿下先奏，曰：“左补阙韦绚新除起居舍人，未中谢，奏取进止。”帝颔之。李珪招而引之，绚即置笔札于玉阶栏槛之石，遽然趋而致词拜舞焉。左史得中谢，自开成中。至武宗即位，随仗而退，无复簪笔之任矣。遇簪笔之际，因得密迩天颜，故时人谓两省为侍从之班，则登选者不为不达矣。《太平广记》一百八十七。
02-059,02-补遗,冥报报应,未系年,,报应惩恶,【02-059】杨茂卿客游扬州，与杜佑书，词多捭阖，以周公吐握之事为讽。佑讶之。时刘禹锡在坐，亦使召杨至，共饮。佑持茂卿书与禹锡，曰：“请丈人一为读之。”既毕。佑曰：“如何？”禹锡曰：“大凡布衣之士，皆须摆阖以动尊贵之心。”佑曰：“休休！摆阖之事烂也。独不见王舍乎，摆阖陈少游，少游刎其颈。今我与公饭吃，过犹不及也。”翌日，杨不辞而去。《太平广记》二百四十四。
02-063,02-补遗,鬼怪妖魅,德宗李适,,官运仕途,【02-063】于颉之镇襄阳也，朝廷姑息，除其子方为太常丞。颉让之，表曰：“刘元佐儿本作“倪”今正。士荣，以佐之功，先朝为太常丞，时臣与士荣同登朝列，见其凡劣，实鄙之。今臣功名不如元佐，某之凡劣不若士荣，若授此爵，更为叨忝。”德宗令将其表宣示百寮。时士荣为南衙将军目睹其表。有浑镛者锡之□也。“锡”疑当作“镐”。镐宴客饮酒，更为令，曰：“征近日凡劣，不得即雨。”□疑当作“镛”。曰：“刘士荣。”镐曰：“于方。”镐谓席人曰：“诸公并须精除。”《太平广记》二百六十。
