paragraph_id,volume,level1_supernatural,level2_emperor,level2_era,level3_domain,text
01-070,01-独异志卷上,神仙佛道;巫术厌胜,武则天,,官运仕途;禳灾祈福,【01-070】唐天后朝，处士孙思邈居于嵩山修道。时大旱，有敕选洛阳德行僧徒数千百人，于天宫寺讲《人王经》，以祈雨泽。有二人在众中，须眉皓白，讲僧昙林遣人谓二老人曰：“罢后可一过院。”既至，问其所来，二老人曰：“某伊、洛二水龙也，闻至言当得改化。”林曰：“讲经祈雨，二圣知之乎？”答曰：“安得不知，然雨者须天符乃能致之。居常何敢自施也。”林曰：“为之奈何？”
01-071,01-独异志卷上,神仙佛道,武则天,,官运仕途,【01-071】二老曰：“有修道人以章疏闻天，因而滂沱。某可力为之。”林乃入启则天，发使嵩阳召思邈，内殿飞章，其夕天雨大降。思邈亦不自明，退诣讲席，语林曰：“吾修心五十年，不为天知，何也？”因请问二老，二老答曰：“非利济生人，岂得升仙？”于是思邈归蜀青城山，撰《千金方》三十卷，既成而白日冲天。
01-073,01-独异志卷上,鬼怪妖魅,未系年,,未明,【01-073】挚虞《要注》云：晋武帝时，有彭权为侍中。帝问髦头义，权答曰：秦时有奇怪，触山截水，无不崩溃，惟畏髦头。”帝乃令虎贲之士戴之，以卫左右。
01-074,01-独异志卷上,神仙佛道,未系年,,婚姻家庭,【01-074】河东裴章者，其父胄，曾镇荆州，门僧昙照，道行甚高，能知休咎。章幼时为昙照所重，言其官班位望过于其父。章弱冠，父为娶李氏女，乃三十年余。章从职太原，弃其妻于洛中，过门不入，别有所挈。李氏自感其薄命，常褐衣髽髻，读佛书，蔬食。又十年，严经自荆州移镇太原，昙照随之。章因见照叙旧，照惊噫久之，谓之曰：“贫道五十年前，常谓郎君必贵。今削尽，何也？”章自以薄妻之事启之，照曰：“夫人生魂诉上帝，以罪处君。”后旬日为其下以刀划腹于浴斛，五脏堕地，遂死。
01-075,01-独异志卷上,神仙佛道,太宗李世民,贞观,医疗;官运仕途,【01-075】唐贞观中，张宝藏为金吾长史，尝因下直归栎阳。路逢少年畋猎，割鲜野食。倚树长叹曰：“张宝藏身年七十，未尝得一食酒肉如此者，可悲哉！”旁有一僧指曰：“六十日内，官登三品，何足叹也！”言讫不见。宝藏异之，即时还京。太宗苦病痢疾，众医不效，即下诏问殿廷左右，有能治此疾者，当重赏之。宝藏曾困此疾，即具疏，以乳煎荜茇方进。上服之，立差。宣下宰臣，与五品官。魏徵难之，逾月不进拟。上疾复作，问左右曰：“吾前服乳煎荜茇有效，复令进之。”一啜又平复。上问曰：“尝令与进方人五品官，不见除授，何也？”徵惧曰：“奉诏之际，未知文武二吏。”上怒曰：“治得宰相，不妨授三品，我天子也，岂不及汝邪！”乃厉声曰：“与三品文官！”立授鸿胪卿，时正六十日矣。
01-077,01-独异志卷上,神仙佛道,未系年,,未明,【01-077】梁张僧繇善画，为吴兴太守，武帝每思诸王在外藩者，即令僧繇乘传往写其貌，如对其面。尝于江陵天皇寺画佛并仲尼及十哲，帝曰：“释门之内画此，何也？”对曰：“异日赖之。”至后周，焚灭佛教，以此殿有儒圣，独不焚之。又于金陵安乐寺画四龙，不点睛。人问之，答曰：“点则飞去。”众人以为虚诞，固请点之。顷刻，雷霆，二龙乘云腾上，其二不点者犹在。画之通神若此。
01-087,01-独异志卷上,神仙佛道,太宗李世民,贞观,医疗;官运仕途;报应惩恶,【01-087】唐贞观初，丹阳令王琼三年调集遭黜。琼甚愤惋，乃赍百千诣茆山道士叶灵中求章奏以问吉凶。灵中年九十，强为奏之。其章随香烟飞去，缥眇不见。食顷后堕地，有朱书批其末云：“受金百两，折禄三年，枉杀二人，死后处断。”一岁，琼无疾暴卒。
01-088,01-独异志卷上,神仙佛道,未系年,,未明,【01-088】唐初有僧玄奘，往西域取经，一去十七年。始去之日，于齐州灵严寺院，有松一本立于庭。奘以手摩其枝曰：“吾西去求佛教，汝可西长；若归即此枝东向，使吾门人弟子知之。”及去，年年西指，约长数丈。一年，忽东向指，门人弟子曰：“教主归矣！”乃西迎之。奘果还归，得佛经六百部，至今众谓之摩顶松。
01-100,01-独异志卷上,鬼怪妖魅;冥报报应,未系年,,报应惩恶,【01-100】唐韩幹善画马，闲居之际，忽有一人玄冠朱衣而至。幹问曰：“何缘及此？”对曰：“我鬼使也。闻君善画良马，愿赐一匹。”幹立画焚之。数日因出，有人揖而谢曰：“蒙君惠骏足，免为山水跋涉之苦，亦有以酬效。”明日有人送素缣百匹，不知其来，幹收而用之。
01-101,01-独异志卷上,神仙佛道,未系年,,未明,【01-101】谢灵运临刑，翦其须施广州佛寺，须长三尺，今存焉。
01-102,01-独异志卷上,神梦感应,未系年,,医疗;婚姻家庭,【01-102】《博物志》曰：太公为灌坛令，文王梦一人哭于当道，问其故，乃曰：“吾泰山神女，嫁为西海妇，吾行必以暴风雨，灌坛当吾道，不敢以疾风暴雨也。”梦觉，召太公，三日果疾风暴雨过境。
01-104,01-独异志卷上,冥报报应;死而复生,玄宗李隆基,,医疗;报应惩恶,【01-104】玄宗朝，宰相卢怀慎无疾暴终，夫人崔氏，止儿女不令号哭，曰：“公命未终，我得知之。”语曰：“公清俭而廉洁，蹇进而谦退，四方赂遗，毫发不留。与张燕公同时为相，张纳货山积，其人尚在，奢俭之报，岂虚也哉！”及宵分，公复生，左右以夫人之言启陈，公曰：“理固不同，冥司有三十炉，日夕鼓橐，为说铸横财，我无一焉，恶可匹哉！”言讫复绝。
01-109,01-独异志卷上,鬼怪妖魅;谶谣征应,未系年,,未明,【01-109】汉宣帝时，有人于疏属山石盖下得二人，俱被桎梏。将至长安，乃变为石。宣帝集群臣问之，无一知者。刘向对曰：“此是黄帝时窦窳国负贰之臣，犯罪大逆，黄帝不忍诛，流之疏属山。若有明君，当得出外。”帝不信，谓其妖言，收向系狱。其子歆自出应募以救其父，曰：“须七岁女子以乳之，即复变。”帝使女子乳，于是复为人，便能言语应对，如刘向之言。帝大悦，拜向大中大夫，歆为宗正卿。诏曰：“何以知之？”歆曰：“出《山海经》。”
01-110,01-独异志卷上,鬼怪妖魅,未系年,,未明,【01-110】汉东方朔，岁星精也。自入仕汉武帝，天上岁星不见，至其死后，星乃出。
01-123,01-独异志卷上,神仙佛道;神梦感应,未系年,,官运仕途;禳灾祈福,【01-123】禹伤其父功不成，乃南逃衡山，斩马以祭之，仰天而啸。忽梦神人，自称玄夷苍水使者，谓禹曰：“欲得我书者斋焉。”禹遂斋三日，乃降金简玉字之书，得治水之要。
01-129,01-独异志卷上,神仙佛道,未系年,,未明,【01-129】梁武帝酷好佛法，然性多含恕，敕天下贡献绫罗锦绮，不令织鸟兽之形，恐裁剪之时，有伤生物之意也。
01-133,01-独异志卷上,卜筮占相,未系年,,未明,【01-133】汉武帝自回中郡绕一山曲，见一物盘地，状若牛，推之不去，击之不散。问左右，无能知者。东方朔进曰：“请以酒一斛浇之。”帝命酒浇之，立散。复问，朔曰：“此必秦之故狱，积其怨气所致。酒能消愁耳。”帝抚朔曰：“人之多知，有如此者！”
01-140,01-独异志卷上,鬼怪妖魅,未系年,,军事战争,【01-140】秦始皇欲观日，乃造石桥海岸，驱使鬼运。始皇曰：“欲见君形可乎？”海神遂出，谓始皇左右曰：“我形甚丑，勿画我形。”其下有巧者，暗以脚画地图之。神怒，海岸遂崩。始皇脱走，仅免死，左右皆陷没焉。
01-142,01-独异志卷上,神仙佛道;巫术厌胜,高祖李渊,,未明,【01-142】傅奕常不信佛法。高祖时，有西国胡僧，能口吐火，以威协众。奕对高祖曰：“此胡法，不足信，若火能烧臣，即为圣者。”高祖试之，立胡僧于殿西，奕于殿东，乃令胡僧作法。于是跳跃禁咒，火出僧口，直触奕，奕端笏曰：“乾元亨利贞，邪不干正。”由是火返焰烧僧，立死。
01-147,01-独异志卷上,鬼怪妖魅,未系年,,未明,【01-147】陈胜以丹帛书“陈胜王”字置鱼腹中令卖，有市得者，烹食之，见而怪之，遂立胜为王。
02-010,02-独异志卷中,神梦感应,未系年,,未明,【02-010】《武陵记》曰：后汉马融勤学，梦见一林，花如绣锦，梦中摘此花食之。及寤，见天下文词，无所不知。时人号为“绣囊”。
02-013,02-独异志卷中,神梦感应,未系年,,医疗;禳灾祈福,【02-013】晋王导子悦，年二十有名，为中书郎。导尝梦人以百万买悦，于梦中领之。导寤不乐，亟为祈祷。未几修墙，掘得钱百万，导意恶之，一皆不用。及悦病，导复梦一被甲持刀，自称蒋山侯索食，食毕，作色调导曰：“公儿已卖与他！”言讫觉，翌日悦卒。
02-017,02-独异志卷中,巫术厌胜,未系年,,巫蛊害人;禳灾祈福,【02-017】梁武帝太清三年，侯景反，围台城，远近不通。简文与太子大器为计，缚鸢飞空，告急于外。侯景谋臣谓景曰：“此必厌胜术，不然，即事达人。”令左右射之，及堕，皆化为禽鸟飞去，不知所在。
02-019,02-独异志卷中,鬼怪妖魅,未系年,,报应惩恶,【02-019】王充《论衡》云：汉李子长为政，欲知囚情，以桐木刻为囚象，凿地为坎，致木人拷讯之。若正罪，则木人不动；如冤枉，则木人摇其头。精感立政动神如此。
02-027,02-独异志卷中,卜筮占相,未系年,,婚姻家庭,【02-027】干宝《搜神记》曰：零陵太守史满有女，悦书吏，乃密使侍婢取吏食余残水饮之，遂有孕，十月而生一子。及岁，太守使抱出门，儿匍匐入吏怀，吏推之仆地，化为水。具省前事，太守以女妻吏。
02-029,02-独异志卷中,冥报报应,未系年,,婚姻家庭,【02-029】《三峡录》云：明月峡中，二溪东西。宋顺帝昇明二年，峡人微生亮于溪中钓得一白鱼，长三尺，投置船中，以草覆之。及归，取烹之，见一美女草下，洁白端丽，年可十六七，自称唐高之女，偶化鱼游，为君所得。亮曰：“既为人，能为妻否？”女曰：“冥契使然，何为不得？”其后三年为亮妻，女曰：“数已足矣。请归高唐。”亮曰：“何时复来？”答曰：“情不可忘，有思即复至。”其后一岁三四往。不知所终。
02-056,02-独异志卷中,鬼怪妖魅,未系年,,未明,【02-056】汉武帝元封中，浮圻国贡兰金之泥。其金生于汤泉，盛夏之日，波浪常沸，飞鸟不敢过，居人不敢渡。国人于水边见有此泥，取为器物，色若紫磨金，其滑者如泥。贡于汉，帝取之，常封函匣，以辟邪魅。卫青、张骞，皆蒙此泥封玺绶。帝既崩，紫泥遂绝。
02-059,02-独异志卷中,谶谣征应,未系年,,未明,【02-059】晋文公时，有蛇当道而横，文公以为不祥，反政修德，令吏守蛇。守吏夜梦有人杀蛇，曰：“何以当圣人道！”觉而见蛇已坏矣。
02-060,02-独异志卷中,鬼怪妖魅,未系年,,未明,【02-060】《庄子》云：齐桓公出游于泽，泽畔见一物，其大如毂，其长如辕，紫衣而朱冠，见人则捧其首。公谓管仲曰：“此其怪乎？”仲曰：“此委蛇也，见者必霸。”公后果霸其国，为五霸之首。
02-063,02-独异志卷中,死而复生,未系年,,未明,【02-063】后汉裴安祖常息大树下，有鸷鸟逐一雄雉，雉急投安祖，忽触树而死。安祖哀之，置于荫地，俄顷复生，乃飞去。因寝见一人，衣冠甚伟，拜谢安祖曰：“荷君保全，故此伸谢。”安祖年八十而卒。
02-067,02-独异志卷中,鬼怪妖魅,未系年,,未明,【02-067】伪蜀李势宫人张氏，有妖容，势宠之。一旦化为大斑蛇，长丈余。送于苑中，夜复来寝床下。势惧，遂杀之。后有郑美人，势亦宠爱，化为雌虎，一夕食势姬三人。未几，势为桓温所杀。
02-068,02-独异志卷中,鬼怪妖魅;冥报报应,玄宗李隆基,开元,未明,【02-068】吴道子善画神，开元中，将军裴旻居母丧，诣道子于东都天宫寺图神鬼数壁，以资冥助。答曰：“废画已久，若将军有意为吾缠结，舞剑一曲，庶因猛励，获通幽冥。”旻于是脱去衰服，若常时妆饰，走马如飞，左旋右抽，掷剑入云，高数十丈，若电光下射，旻引手执鞘承之，剑透空而下。观者数千人，无不悚栗。道子于是援毫图壁，俄顷之际，魔魅化出，飒然风起，为天下之壮观。道子平生所画，得意无出于是。
02-085,02-独异志卷中,鬼怪妖魅,未系年,,禳灾祈福,【02-085】汉武帝自甘泉至渭桥，有女浴于渭水者，乳长七尺。上怪问之，答曰：“后第七车当知我。”时侍中张宽在第七车，使问之。宽曰：“祭天星斋不严，即此女见。”
02-121,02-独异志卷中,鬼怪妖魅,未系年,,官运仕途;婚姻家庭,【02-121】隋刘君良累代义居，兄弟四人同气。大业末，天下饥馑，其妻欲劝分居，乃窃取庭树中鸟雏，置诸窠中，令群鸟斗竞，举家怪之。其妻曰：“今天下大乱，战争之秋，禽鸟尚不相容，况人乎？”君良知其计，中夜遂搅妻发大呼曰：“此乃破家贼！”召诸兄弟，哭以告之，而弃其妻。居虽三院而共一厨。
02-133,02-独异志卷中,谶谣征应,未系年,,军事战争,【02-133】苻坚委政于王猛，小大无疑。猛卒，其子皮谋反，坚让曰：“丞相临终，以十具牛为田，不闻与子求位。知子莫若父，何斯言之验也！”赦而不诛。
02-136,02-独异志卷中,死而复生,未系年,,医疗;婚姻家庭,【02-136】晋颜含有孝行，兄畿服药过多，死于家，含遂开棺，复生。母妻家人尽勤倦，含弃官侍兄疾，十三年曾无劳怠。
03-007,03-独异志卷下,灵异神异,武则天,,未明,【03-007】唐魏元忠神气刚直。初为洛阳令，有罪戮于都市，已坐讫，天后以元忠有平徐敬业之功，特敕免之。承制者走而传呼：“释元忠。”传呼先至，执捉者扶令起。元忠曰：“敕未至，岂可求生？”有顷方至，观者咸服其安闲神异也。
03-032,03-独异志卷下,鬼怪妖魅,未系年,,官运仕途;军事战争,【03-032】郑之管城，有居人郑虔章者，落魄杯酒间，年五十余无闻焉。日醉归，寝宾署中，夕引手取酒器，遂为鬼曳臂入坑。逡巡至膊，其人荒叫，亲戚举烛俱至，相与牵争而不能制。渐入至胸臆，头遂入地，俄然全身陷没，若堕水者。乃合众村锹镢掘之，深丈余，得一枯骨，可长八九寸。又复旁搜无所见，因出而葬之。
03-036,03-独异志卷下,鬼怪妖魅;神仙佛道;死而复生,玄宗李隆基,,未明,【03-036】玄宗朝有张果老先生者，不知岁数。出于邢州，帝迎于内，礼敬甚，问无不知者。一旦有道士叶静能，亦多知解。玄宗问：“果老何人？”静能答曰：“臣即知之。然臣言讫即死，臣不敢言。若陛下免冠跣足救臣，臣即能活。”帝许之。静能曰：“此混沌初分白蝙蝠精。”言讫，七窍血流，偃仆于地。玄宗遽往，果老徐曰：“此小儿多口过，不谪之，败天地间事耳。”帝哀恳久之，果老以水噀其面，复生。其后果老辞归邢州所隐之处，俄然不知所往。
03-037,03-独异志卷下,冥报报应,未系年,,报应惩恶,【03-037】后汉刘焉，字君卿，灵帝时为太常。见王室多故，意求之交趾，欲避难。侍中董扶谓焉曰：“常见益州有天子气焉。”乃求益州，遂拜之。既而至蜀，思扶之言，咸造乘舆旌旗，一如王者之制。忽一旦天火下烧，所造作物荡尽焉，疽背而死。
03-040,03-独异志卷下,灵异神异,未系年,,未明,【03-040】《神异记》注曰：西南大荒中有兽，形如兔，人面而能言。心常欺人，言东即西，言南即北，其名曰诡。
03-098,03-独异志卷下,巫术厌胜,未系年,,婚姻家庭,【03-098】昔宇宙初开之时，只有女娲兄妹二人在昆仑山，而天下未有人民。议以为夫妻，又自羞耻，兄即与其妹上昆仑山，咒曰：“天若遣我兄妹二人为夫妻而烟悉合，若不使烟散。”于是烟即合，其妹即来就兄，乃结草为扇以障其面。今时人取妇执扇，象其事也。
